img_id;location;lat;lon;alt;loc_precision;_index;_parent_index;type_ad;public_transport;marketing_str;marketing_str_desc;prem_offer;prem_offer_desc;nr_food;Naam voedingsmiddel;brand;who_cat;UPF;Gezond leven voedingscategorie;Gezond leven voorkeursindeling;comments
1657021123819.jpg;50.92842 4.4254817 72.1 1.72;5.092.842;44.254.817;72.1;1.72;83;2;6;N;;;;;;Gebak;AMS family;2;4;13;E;
1657021140548.jpg;50.9284081 4.4254062 71.19999999999999 1.783;509.284.081;44.254.062;7.119.999.999.999.990;1.783;84;2;6;N;;;;;1;Burger, wings, escalope;Handmade burger;14;4;12;D;
1657021140548.jpg;50.9284081 4.4254062 71.19999999999999 1.783;509.284.081;44.254.062;7.119.999.999.999.990;1.783;84;2;7;N;;;;;2;;Takeaway.com;NA;;NA;;
1657021179818.jpg;50.9284517 4.4255817 65.3 1.84;509.284.517;44.255.817;65.3;1.84;85;2;5;N;;;;;;;Slagerij Layelï¿½;NA;;NA;;
1657021193833.jpg;50.9284726 4.4256577 63.599999999999994 1.916;509.284.726;44.256.577;63.599.999.999.999.900;1.916;86;2;6;N;;;;;;Menu chicken, salad, wraps, burgers;Belchicken;9;4;13;E;
1657021207543.jpg;50.928444 4.4256469 61.9 2.0;50.928.444;44.256.469;61.9;2;87;2;6;N;11;Chefï¿½ï¿½ï¿½;;;;;Belchicken;9;4;13;E;
1657021219756.jpg;50.9284231 4.4257078 61.599999999999994 2.36;509.284.231;44.257.078;61.599.999.999.999.900;2.36;88;2;6;N;;;8;Burger deals;;Chicken & beef burgers;Belchicken;14;4;12;D;
1657021233229.jpg;50.9284083 4.4257083 61.9 1.966;509.284.083;44.257.083;61.9;1.966;89;2;6;N;;;8;Free fries ;;Belbox: 3 wings + fries, 2 tenders + fries, 4 nuggets + fries;Belchicken;9;4;13;E;
1657021497818.jpg;50.9275984 4.4256099 77.1 2.08;509.275.984;44.256.099;77.1;2.08;90;2;6;Y;11;Louisiana summer;;;;Veggie, grill, tendercrisp burgers;Burger king;14;4;13;E;
1657021512003.jpg;50.9275828 4.425565 76.0 1.533;509.275.828;4.425.565;76;1.533;91;2;1;Y;1;tekeningen, CO2 neutraal;;;;Innocent sinaasappelsap CO2 neutraal;Innocent;4a;1;3;C;
1657021765573.jpg;50.9294821 4.4269995 71.4 2.866;509.294.821;44.269.995;71.4;2.866;92;2;6;N;;;;;1;Fast food;Fast food Stropelleke;9;4;13;E;
1657021765573.jpg;50.9294821 4.4269995 71.4 2.866;509.294.821;44.269.995;71.4;2.866;92;2;3;N;;;;;2;;Coca cola;NA;;NA;;
1657021902965.jpg;50.9292715 4.4248444 68.0 2.18;509.292.715;44.248.444;68;2.18;93;2;1;Y;1;tekeningen, CO2 neutraal;;;;Innocent sinaasappelsap ;Innocent;4a;1;3;C;
1657022050212.jpg;50.9305569 4.4253904 71.1 2.34;509.305.569;44.253.904;71.1;2.34;94;2;5;N;;;;;;Vis;;NA;;NA;;
1657023823985.jpg;50.9264485 4.4246825 64.1 1.833;509.264.485;44.246.825;64.1;1.833;95;2;6;N;;;;;1;;Pizza hut;9;4;13;E;
1657023823985.jpg;50.9264485 4.4246825 64.1 1.833;509.264.485;44.246.825;64.1;1.833;95;2;6;N;;;;;2;;Doritos;3a;4;13;E;
1657023839446.jpg;50.9264043 4.4245837 67.1 2.083;509.264.043;44.245.837;67.1;2.083;96;2;6;N;;;8;Dolle dinsdag & zaterdag;;Pizza;Pizza hut;9;4;13;E;
1657023997402.jpg;50.9270143 4.4241141 62.8 2.116;509.270.143;44.241.141;62.8;2.116;97;2;4;N;;;;;1;Groenten;Lidl;15;1;2;A;
1657023997402.jpg;50.9270143 4.4241141 62.8 2.116;509.270.143;44.241.141;62.8;2.116;97;2;4;N;;;;;2;Fruit;Lidl;15;1;3;A;
1657024016213.jpg;50.9271405 4.4240483 61.9 1.62;509.271.405;44.240.483;61.9;1.62;98;2;6;N;11;Louisiana summer;;;;Veggie, grill, tendercrisp burgers;Burger king;14;4;13;E;
1657024044372.jpg;50.9273035 4.4240825 64.8 1.68;509.273.035;44.240.825;64.8;1.68;99;2;4;N;11;Dagelijks vers;;;1;Groenten;Lidl;15;1;2;A;
1657024044372.jpg;50.9273035 4.4240825 64.8 1.68;509.273.035;44.240.825;64.8;1.68;99;2;4;N;11;Dagelijks vers;;;2;Fruit;Lidl;15;1;3;A;
1657024106634.jpg;50.9274514 4.424291 68.6 2.216;509.274.514;4.424.291;68.6;2.216;100;2;4;N;;;;;1;Brood;Lidl;11;3;4;A;
1657024106634.jpg;50.9274514 4.424291 68.6 2.216;509.274.514;4.424.291;68.6;2.216;100;2;4;N;;;;;2;Vlees;;13;1;12;D;
1657024129310.jpg;50.9274499 4.4241358 64.5 1.56;509.274.499;44.241.358;64.5;1.56;101;2;4;N;11;Dagelijks vers;;;1;Groenten;Lidl;15;1;2;A;
1657024129310.jpg;50.9274499 4.4241358 64.5 1.56;509.274.499;44.241.358;64.5;1.56;101;2;4;N;11;Dagelijks vers;;;2;Fruit;Lidl;15;1;3;A;
1657024284697.jpg;50.9265688 4.4234319 59.8 2.366;509.265.688;44.234.319;59.8;2.366;102;2;6;Y;11;Louisiana summer;;;;Veggie, grill, tendercrisp burgers;Burger king;14;4;13;E;
1657024304932.jpg;50.9265357 4.4233865 58.599999999999994 1.6;509.265.357;44.233.865;58.599.999.999.999.900;1.6;103;2;1;Y;11;Made of fusion;;;;Infused black tea, peach hibiscus, low in calories;Fuzetea;4d;4;1;C;
1657024320935.jpg;50.9265144 4.4232959 53.699999999999996 1.56;509.265.144;44.232.959;53.699.999.999.999.900;1.56;104;2;6;Y;11;Louisiana summer;;;;Veggie, grill, tendercrisp burgers;Burger king;14;4;13;E;
1657025464078.jpg;50.9263136 4.4232572 69.6 1.733;509.263.136;44.232.572;69.6;1.733;105;2;6;Y;11;Louisiana summer;;;;Veggie, grill, tendercrisp burgers;Burger king;14;4;13;E;
1657025481316.jpg;50.9263582 4.4232115 66.8 1.6;509.263.582;44.232.115;66.8;1.6;106;2;5;Y;;;;;;;Albert heijn Vilvoorde;NA;;NA;;
1657025602401.jpg;50.9264442 4.4245563 65.0 1.75;509.264.442;44.245.563;65;1.75;107;2;3;N;;;;;;;Lays;NA;;NA;;
1657025618919.jpg;50.9264252 4.4247521 61.199999999999996 1.566;509.264.252;44.247.521;61.199.999.999.999.900;1.566;108;2;6;N;;;8;Dolle dinsdag & zaterdag;;Pizza;Pizza hut;9;4;13;E;
1657025639858.jpg;50.9263861 4.4248161 57.3 1.7;509.263.861;44.248.161;57.3;1.7;109;2;6;N;;;8;Dolle dinsdag & zaterdag;;Pizza;Pizza hut;9;4;13;E;
1657096969249.jpg;50.9273573 4.4249601 59.900001525878906 3.0;509.273.573;44.249.601;59.900.001.525.878.900;3;116;4;4;N;;;;;1;Groenten;Lidl;15;1;2;A;
1657096969249.jpg;50.9273573 4.4249601 59.900001525878906 3.0;509.273.573;44.249.601;59.900.001.525.878.900;3;116;4;4;N;;;;;2;Fruit;Lidl;15;1;3;A;
1657096995361.jpg;50.9274606 4.4248097 59.900001525878906 3.02;509.274.606;44.248.097;59.900.001.525.878.900;3.02;117;4;4;N;;;8;Vers deals, 20% korting;;zalmfilet op huid;Lidl;13;1;11;B;
1657098583041.jpg;50.9348144 4.4346741 65.1 1.583;509.348.144;44.346.741;65.1;1.583;118;4;9;N;;;;;1;;Maes;A;5;A;;
1657098583041.jpg;50.9348144 4.4346741 65.1 1.583;509.348.144;44.346.741;65.1;1.583;118;4;9;N;;;;;2;;Jupiler;A;5;A;;
1657100233494.jpg;50.9367057 4.4354618 64.9 1.5;509.367.057;44.354.618;64.9;1.5;119;4;3;N;11;#goforreal, official dealer;;;;;Bicky;NA;;NA;;
1657100254634.jpg;50.9366063 4.4353766 64.1 2.56;509.366.063;44.353.766;64.1;2.56;120;4;1;N;;;;;;Bicky mexicano, bicky fish;Bicky;14;4;12;E;
1657100281113.jpg;50.9365688 4.4354648 64.8 2.08;509.365.688;44.354.648;64.8;2.08;121;4;1;N;;;;;;Bicky original, Bicky crunchy chicken;Bicky;14;4;12;E;
1657103404466.jpg;50.9470084 4.4606223 67.1 2.02;509.470.084;44.606.223;67.1;2.02;123;4;6;N;;;;;;Friet;tï¿½ï¿½ï¿½;16;4;4;E;
1657104368397.jpg;50.9469261 4.4609511 59.8 2.52;509.469.261;44.609.511;59.8;2.52;124;4;4;N;11;Lekker, vers, gezond, tevredenheid garantie;;;;;Broodautomaat;11;3;4;A;
1657104393296.jpg;50.9468569 4.4608655 54.3 2.416;509.468.569;44.608.655;54.3;2.416;125;4;9;N;;;;;1;;Duvel;A;5;A;;
1657104393296.jpg;50.9468569 4.4608655 54.3 2.416;509.468.569;44.608.655;54.3;2.416;125;4;9;N;1;Kabouter;;;2;;La Chouffe;A;5;A;;
1657104393296.jpg;50.9468569 4.4608655 54.3 2.416;509.468.569;44.608.655;54.3;2.416;125;4;9;N;;;;;3;;Gouden Carolus;A;5;A;;
1657104453737.jpg;50.9470518 4.4605758 61.4 2.483;509.470.518;44.605.758;61.4;2.483;126;4;6;N;;;;;;Friet;tï¿½ï¿½ï¿½;16;4;4;E;
1657106277864.jpg;50.9272726 4.4547174 69.8 2.066;509.272.726;44.547.174;69.8;2.066;127;4;9;N;;;;;;;Maes;A;5;A;;
1657106459327.jpg;50.926145 4.45498 70.69999999999999 1.52;50.926.145;445.498;7.069.999.999.999.990;1.52;128;4;6;N;;;;;;Griekse traiteur;Traiteur Apollon;ND;;ND;;
1657106492525.jpg;50.9262155 4.4551965 69.9 1.75;509.262.155;44.551.965;69.9;1.75;129;4;6;N;1;Griek ;;;;Griekse traiteur;Traiteur Apollon;ND;;ND;;
1657106539348.jpg;50.9261933 4.4558076 69.9 1.883;509.261.933;44.558.076;69.9;1.883;130;4;6;Y;4;De Loic ;;;;;Quick ;9;4;13;E;
1657106555792.jpg;50.9261906 4.4559063 69.8 2.083;509.261.906;44.559.063;69.8;2.083;131;4;1;Y;11;Jouw snack, jouw feestje;;;;;Fanta;4d;4;1;E;
1657106732076.jpg;50.9256598 4.4580731 66.19999999999999 1.54;509.256.598;44.580.731;6.619.999.999.999.990;1.54;132;4;9;N;1;Jupiler stier;;;;;Jupiler;A;5;A;;
1657106804420.jpg;50.9263793 4.4581212 65.4 1.683;509.263.793;44.581.212;65.4;1.683;133;4;9;N;;;;;;;Maes;A;5;A;;
1657106827847.jpg;50.9265236 4.4581928 64.0 1.7;509.265.236;44.581.928;64;1.7;134;4;1;N;;;;;;Magnum, cornetto, racket, solero;Ola;5;4;13;E;
1657106845882.jpg;50.926608 4.4581539 67.3 1.76;50.926.608;44.581.539;67.3;1.76;135;4;1;N;;;;;;Magnum, cornetto  ;Ola;5;4;13;E;
1657106860681.jpg;50.9266241 4.4580891 68.4 1.883;509.266.241;44.580.891;68.4;1.883;136;4;1;N;;;;;;Magnum, cornetto  ;Ola;5;4;13;E;
1657106892989.jpg;50.9266131 4.4580143 68.8 1.383;509.266.131;44.580.143;68.8;1.383;137;4;9;N;11;Together we enjoy;;;1;Aperol spritz;Aperol Spritz;A;5;A;;
1657106892989.jpg;50.9266131 4.4580143 68.8 1.383;509.266.131;44.580.143;68.8;1.383;137;4;9;N;;;;;2;;Rodenbach;A;5;A;;
1657107168399.jpg;50.9264242 4.4583246 67.3 1.733;509.264.242;44.583.246;67.3;1.733;138;4;9;N;;;;;1;;Maes;A;5;A;;
1657107168399.jpg;50.9264242 4.4583246 67.3 1.733;509.264.242;44.583.246;67.3;1.733;138;4;9;N;;;;;2;;Duvel;A;5;A;;
1657180368942.jpg;50.8561649 4.7046052 105.1 2.583;508.561.649;47.046.052;105.1;2.583;139;5;9;N;;;;;;;Stella artois;A;5;A;;
1657180420509.jpg;50.856002 4.7051038 97.1 1.75;50.856.002;47.051.038;97.1;1.75;140;5;9;N;;;;;;;Stella artois;A;5;A;;
1657186678897.jpg;50.862805 4.7615183 97.19999999999999 1.4;50.862.805;47.615.183;9.719.999.999.999.990;1.4;141;5;3;N;;;;;1;;Illy;NA;;NA;;
1657186678897.jpg;50.862805 4.7615183 97.19999999999999 1.4;50.862.805;47.615.183;9.719.999.999.999.990;1.4;141;5;7;N;;;;;2;Take-away, koffie, thee, eethuisje;Marianne;NA;;NA;;
1657187028097.jpg;50.8623041 4.7630627 93.1 3.2;508.623.041;47.630.627;93.1;3.2;143;5;6;N;;;;;;;Yume sushi bar;13;3;11;B;
1657190121766.jpg;50.8611509 4.7678677 88.8 2.316;508.611.509;47.678.677;88.8;2.316;144;5;6;N;4;De Loic ;;;;;Quick ;9;4;13;E;
1657190391055.jpg;50.8618256 4.7652571 97.9 2.983;508.618.256;47.652.571;97.9;2.983;145;5;6;N;;;;;;;Traiteur Culinesse;NA;;NA;;
1657190407253.jpg;50.8618497 4.7651162 94.0 2.95;508.618.497;47.651.162;94;2.95;146;5;7;N;;;;;;;Traiteur Culinesse;NA;;NA;;
1657190579344.jpg;50.8614269 4.7664604 111.1 2.85;508.614.269;47.664.604;111.1;2.85;147;5;9;N;;;;;;Hendrickï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;Hendrickï¿½;A;5;A;;
1657193131683.jpg;50.827375 4.75412 104.6 1.783;50.827.375;475.412;104.6;1.783;148;5;5;N;;;;;;Solikoop;Savooi;NA;;NA;;
1657193142675.jpg;50.827375 4.75412 104.6 1.766;50.827.375;475.412;104.6;1.766;149;5;7;N;;;;;;;Dorps restaurant;NA;;NA;;
1657193828936.jpg;50.8274991 4.752666 112.6 1.333;508.274.991;4.752.666;112.6;1.333;150;5;9;N;;;;;;;Stella artois;A;5;A;;
1657193901113.jpg;50.8270252 4.7524258 113.5 1.55;508.270.252;47.524.258;113.5;1.55;151;5;9;N;;;;;;;Stella artois;A;5;A;;
1657194384692.jpg;50.8280006 4.7592176 102.9 1.64;508.280.006;47.592.176;102.9;1.64;152;5;5;N;;;;;1;Pasta;Louis delhaize ;NA;;NA;;
1657194384692.jpg;50.8280006 4.7592176 102.9 1.64;508.280.006;47.592.176;102.9;1.64;152;5;9;N;;;;;2;Wijn;Louis delhaize;A;5;A;;
1657194399044.jpg;50.8280116 4.7592907 101.4 2.1;508.280.116;47.592.907;101.4;2.1;153;5;5;N;;;;;1;Appel;Louis Delhaize;NA;;NA;;
1657194399044.jpg;50.8280116 4.7592907 101.4 2.1;508.280.116;47.592.907;101.4;2.1;153;5;5;N;;;;;2;Brood;Louis Delhaize;NA;;NA;;
1657194486959.jpg;50.8279251 4.7600764 103.5 1.966;508.279.251;47.600.764;103.5;1.966;154;5;7;N;1;Peper;;;;Thai restaurant;Som Tam restaurant;NA;;NA;;
1657194507782.jpg;50.8279588 4.7599772 103.6 1.516;508.279.588;47.599.772;103.6;1.516;155;5;7;N;1;Peper;;;;Thai restaurant;Som Tam restaurant;NA;;NA;;
1657194580565.jpg;50.8287504 4.7600859 112.80000000000001 2.166;508.287.504;47.600.859;11.280.000.000.000.000;2.166;156;5;9;N;;;;;1;;Stella artois;A;5;A;;
1657194580565.jpg;50.8287504 4.7600859 112.80000000000001 2.166;508.287.504;47.600.859;11.280.000.000.000.000;2.166;156;5;7;N;;;;;2;Taverne fitness;De Miester;NA;;NA;;
1657194619956.jpg;50.8288385 4.7600983 112.80000000000001 2.16;508.288.385;47.600.983;11.280.000.000.000.000;2.16;157;5;7;N;;;;;1;Taverne fitness;De Miester;NA;;NA;;
1657194619956.jpg;50.8288385 4.7600983 112.80000000000001 2.16;508.288.385;47.600.983;11.280.000.000.000.000;2.16;157;5;9;N;;;;;2;;Omer;A;5;A;;
1657194619956.jpg;50.8288385 4.7600983 112.80000000000001 2.16;508.288.385;47.600.983;11.280.000.000.000.000;2.16;157;5;9;N;;;;;3;;Stella artois;A;5;A;;
1657194619956.jpg;50.8288385 4.7600983 112.80000000000001 2.16;508.288.385;47.600.983;11.280.000.000.000.000;2.16;157;5;9;N;;;;;4;;Tripel karmeliet;A;5;A;;
1657194619956.jpg;50.8288385 4.7600983 112.80000000000001 2.16;508.288.385;47.600.983;11.280.000.000.000.000;2.16;157;5;9;N;;;;;5;;La trappiste ;A;5;A;;
1657194619956.jpg;50.8288385 4.7600983 112.80000000000001 2.16;508.288.385;47.600.983;11.280.000.000.000.000;2.16;157;5;9;N;;;;;6;;Orval;A;5;A;;
1657195123106.jpg;50.8304211 4.759505 112.5 1.916;508.304.211;4.759.505;112.5;1.916;158;5;7;N;;;;;;Ijs ;Unicorno;NA;;NA;;
1657286037780.jpg;50.8832067 4.6828317 87.3 1.7;508.832.067;46.828.317;87.3;1.7;160;6;9;N;;;;;;;Stella artois;A;5;A;;
1657531257869.jpg;50.8769786 4.7061312 131.3 2.283;508.769.786;47.061.312;131.3;2.283;161;7;9;N;;;;;;;Duvel;A;5;A;;
1657531273522.jpg;50.8768928 4.7060179 122.69999999999999 2.42;508.768.928;47.060.179;12.269.999.999.999.900;2.42;162;7;9;N;;;;;;;Duvel ;A;5;A;;
1657531282618.jpg;50.8768793 4.7059791 121.5 2.0;508.768.793;47.059.791;121.5;2;163;7;9;N;;;;;;;Duvel ;A;5;A;;
1657531298174.jpg;50.8768237 4.7060139 114.19999999999999 2.0;508.768.237;47.060.139;11.419.999.999.999.900;2;164;7;9;N;;;;;;;Duvel ;A;5;A;;
1657531364553.jpg;50.8766195 4.7063004 95.9 2.116;508.766.195;47.063.004;95.9;2.116;165;7;1;N;;;;;1;Magnum, cornetto, racket, solero;Ola;5;4;13;E;
1657531364553.jpg;50.8766195 4.7063004 95.9 2.116;508.766.195;47.063.004;95.9;2.116;165;7;4;N;;;;;2;Belegd broodje;Louis delhaize Leuven;9;4;ND;;
1657531364553.jpg;50.8766195 4.7063004 95.9 2.116;508.766.195;47.063.004;95.9;2.116;165;7;4;N;;;;;3;Croissants;Louis delhaize Leuven;2;4;13;E;
1657531399169.jpg;50.8765416 4.7063079 91.5 1.86;508.765.416;47.063.079;91.5;1.86;166;7;1;N;;;;;;Magnum, cornetto, racket, solero;Ola;5;4;13;E;
1657531415737.jpg;50.8765631 4.706389 87.69999999999999 2.183;508.765.631;4.706.389;8.769.999.999.999.990;2.183;167;7;6;N;;;8;ý-10% bij afhalen;;;Yum Yum sushi;13;3;11;B;
1657531447655.jpg;50.8765852 4.7065126 84.9 2.35;508.765.852;47.065.126;84.9;2.35;168;7;7;N;11;Opening soon;;;;;Nepali delight;NA;;NA;;
1657531477899.jpg;50.8763957 4.7066925 78.2 2.05;508.763.957;47.066.925;78.2;2.05;169;7;9;N;;;;;;;Duvel;A;5;A;;
1657531973405.jpg;50.8770011 4.7056567 101.8 1.54;508.770.011;47.056.567;101.8;1.54;171;7;9;N;;;;;1;;Duvel;A;5;A;;
1657531973405.jpg;50.8770011 4.7056567 101.8 1.54;508.770.011;47.056.567;101.8;1.54;171;7;6;N;;;;;2;Verse frieten, snacks, baguetten ;Villa de frit Leuven;9;4;13;E;
1657531973405.jpg;50.8770011 4.7056567 101.8 1.54;508.770.011;47.056.567;101.8;1.54;171;7;9;N;;;;;3;;Cafe Lapaz;A;5;A;;
1657532004460.jpg;50.8770164 4.7054037 101.4 1.983;508.770.164;47.054.037;101.4;1.983;172;7;9;N;;;;;1;;Cafe Lapaz;A;5;A;;
1657532004460.jpg;50.8770164 4.7054037 101.4 1.983;508.770.164;47.054.037;101.4;1.983;172;7;9;N;;;;;2;;Duvel;A;5;A;;
1657532004460.jpg;50.8770164 4.7054037 101.4 1.983;508.770.164;47.054.037;101.4;1.983;172;7;9;N;1;Kabouter;;;3;;La Chouffe;A;5;A;;
1657532035246.jpg;50.8769407 4.7052022 102.1 1.7;508.769.407;47.052.022;102.1;1.7;173;7;6;N;11;Made fresh at Ruba;;;;;Ruba;9;4;ND;;
1657532086700.jpg;50.8770444 4.7056189 102.8 2.566;508.770.444;47.056.189;102.8;2.566;174;7;6;N;;;;;;Friet;Villa de frit Leuven;16;4;4;E;
1657532102173.jpg;50.8771238 4.7056294 103.69999999999999 1.816;508.771.238;47.056.294;10.369.999.999.999.900;1.816;175;7;6;N;;;;;;Frieten, snacks, baguetten ;Villa de frit Leuven;9;4;13;E;
1657532203841.jpg;50.8777805 4.7064236 90.3 2.2;508.777.805;47.064.236;90.3;2.2;176;7;1;N;;;;;;Verschillende chips;Lays, doritos;3a;4;13;E;
1657532259842.jpg;50.8773037 4.7058659 88.6 2.75;508.773.037;47.058.659;88.6;2.75;177;7;9;N;;;;;;;Duvel;A;5;A;;
1657532307294.jpg;50.8769552 4.7052529 92.5 1.883;508.769.552;47.052.529;92.5;1.883;178;7;6;N;;;;;1;Chicken Burrata ;Ruba;ND;;ND;;
1657532307294.jpg;50.8769552 4.7052529 92.5 1.883;508.769.552;47.052.529;92.5;1.883;178;7;7;N;;;;;2;;Takeaway.com;NA;;NA;;
1657532307294.jpg;50.8769552 4.7052529 92.5 1.883;508.769.552;47.052.529;92.5;1.883;178;7;7;N;;;;;3;;Deliveroo;NA;;NA;;
1657532307294.jpg;50.8769552 4.7052529 92.5 1.883;508.769.552;47.052.529;92.5;1.883;178;7;7;N;;;;;4;;Ubereats;NA;;NA;;
1657532433550.jpg;50.8771738 4.7048188 94.19999999999999 2.666;508.771.738;47.048.188;9.419.999.999.999.990;2.666;179;7;3;N;;;;;;;Sanpellegrino;NA;;NA;;
1657532469009.jpg;50.8772405 4.704629 101.19999999999999 2.5;508.772.405;4.704.629;10.119.999.999.999.900;2.5;180;7;9;N;;;;;;;Stella artois;A;5;A;;
1657532522979.jpg;50.8772847 4.7045692 99.9 2.35;508.772.847;47.045.692;99.9;2.35;181;7;7;N;;;;;;Tappanyaki, noodlesbox, wok, sushi;Heliï¿;NA;;NA;;
1657532606414.jpg;50.877016 4.704746 93.3 2.86;50.877.016;4.704.746;93.3;2.86;182;7;6;N;;;;;;Tapas;;ND;;ND;;
1657532625592.jpg;50.8770396 4.7046203 93.19999999999999 2.766;508.770.396;47.046.203;9.319.999.999.999.990;2.766;183;7;6;N;;;;;;Empanadaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½;;9;4;ND;;
1657532863016.jpg;50.8773011 4.7035766 88.5 2.416;508.773.011;47.035.766;88.5;2.416;184;7;6;N;;;;;;Vietnamese sandwhiches ;Banh mi;9;4;ND;;
1657532889261.jpg;50.877212 4.7037483 89.9 1.94;50.877.212;47.037.483;89.9;1.94;185;7;7;N;;;;;1;;XL noodles;NA;;NA;;
1657532889261.jpg;50.877212 4.7037483 89.9 1.94;50.877.212;47.037.483;89.9;1.94;185;7;9;N;;;;;2;;Victoria;A;5;A;;
1657532913465.jpg;50.8772507 4.7036127 91.1 2.36;508.772.507;47.036.127;91.1;2.36;186;7;7;N;;;;;1;;Quetzal ;NA;;NA;;
1657532913465.jpg;50.8772507 4.7036127 91.1 2.36;508.772.507;47.036.127;91.1;2.36;186;7;3;N;;;;;2;;Perrier;NA;;NA;;
1657533275458.jpg;50.8779666 4.7024219 94.4 2.6;508.779.666;47.024.219;94.4;2.6;187;7;6;N;;;;;;Indian cuisine;Masalatop;ND;;ND;;
1657533385577.jpg;50.8777025 4.7036426 99.9 2.6;508.777.025;47.036.426;99.9;2.6;189;7;7;N;;;;;;Ijsje;tï¿½ï¿½ï¿½ï;NA;;NA;;
1657533406849.jpg;50.8775912 4.7032032 109.6 2.516;508.775.912;47.032.032;109.6;2.516;190;7;7;N;;;;;;Ijsje;tï¿½ï¿½ï¿½ï;NA;;NA;;
1657533502609.jpg;50.8777891 4.7036138 95.69999999999999 1.883;508.777.891;47.036.138;9.569.999.999.999.990;1.883;191;7;7;N;;;;;1;;Croque ï¿½ï¿½ï;NA;;NA;;
1657533502609.jpg;50.8777891 4.7036138 95.69999999999999 1.883;508.777.891;47.036.138;9.569.999.999.999.990;1.883;191;7;9;N;;;;;2;;Omer;A;5;A;;
1657533526609.jpg;50.8777077 4.703907 94.69999999999999 2.366;508.777.077;4.703.907;9.469.999.999.999.990;2.366;192;7;6;N;;;;;1;Koffie;Oats day long;4e;1;1;F;
1657533526609.jpg;50.8777077 4.703907 94.69999999999999 2.366;508.777.077;4.703.907;9.469.999.999.999.990;2.366;192;7;6;N;;;;;2;Havermout;Oats day long;6;4;4;A;
1657533544246.jpg;50.8777671 4.7039638 94.6 2.116;508.777.671;47.039.638;94.6;2.116;193;7;6;N;;;;;1;Koffie;Oats day long;4e;1;1;F;
1657533544246.jpg;50.8777671 4.7039638 94.6 2.116;508.777.671;47.039.638;94.6;2.116;193;7;6;N;;;;;2;Havermout;Oats day long;6;4;4;A;
1657533625157.jpg;50.8774144 4.7040357 91.9 2.2;508.774.144;47.040.357;91.9;2.2;194;7;9;N;;;;;1;;Duvel;A;5;A;;
1657533625157.jpg;50.8774144 4.7040357 91.9 2.2;508.774.144;47.040.357;91.9;2.2;194;7;7;N;;;;;2;;Visbar, oesterbar;NA;;NA;;
1657533798263.jpg;50.8778512 4.7038194 95.9 1.82;508.778.512;47.038.194;95.9;1.82;195;7;7;N;;;;;;Coffee bar, breakfast, lunch;Sweet coffee;NA;;NA;;
1657533842402.jpg;50.8780205 4.7031178 90.6 2.24;508.780.205;47.031.178;90.6;2.24;196;7;9;N;;;;;1;;Duvel;A;5;A;;
1657533842402.jpg;50.8780205 4.7031178 90.6 2.24;508.780.205;47.031.178;90.6;2.24;196;7;9;N;;;;;2;;Omer;A;5;A;;
1657533842402.jpg;50.8780205 4.7031178 90.6 2.24;508.780.205;47.031.178;90.6;2.24;196;7;7;N;11;Slow & low BBQ, vegan, veggie, raw, keto, traditional;;;3;;Restaurant Mykene;NA;;NA;;Vegetarisch
1657535722748.jpg;50.877372 4.7013425 82.5 1.62;50.877.372;47.013.425;82.5;1.62;197;7;9;N;;;;;;;Guinness;A;5;A;;
1657535752331.jpg;50.8773373 4.7014024 79.69999999999999 1.616;508.773.373;47.014.024;7.969.999.999.999.990;1.616;198;7;9;N;;;;;1;;Vedett;A;5;A;;
1657535752331.jpg;50.8773373 4.7014024 79.69999999999999 1.616;508.773.373;47.014.024;7.969.999.999.999.990;1.616;198;7;9;N;;;;;2;;Somersby;A;5;A;;
1657535769291.jpg;50.8773367 4.7014 79.69999999999999 2.02;508.773.367;47.014;7.969.999.999.999.990;2.02;199;7;9;N;;;;;;;Vedett;A;5;A;;
1657535823164.jpg;50.8771059 4.7017222 87.6 2.15;508.771.059;47.017.222;87.6;2.15;200;7;9;N;;;;;;;Vedett;A;5;A;;
1657536248614.jpg;50.8743596 4.6999877 99.3 1.916;508.743.596;46.999.877;99.3;1.916;201;7;6;N;;;;;;Belegde broodjes, croques, wraps;The sandwhich factory;9;4;ND;;
1657536342742.jpg;50.8734901 4.6996967 87.6 2.433;508.734.901;46.996.967;87.6;2.433;202;7;6;N;;;;;;;Maza house;NA;;NA;;
1657536599745.jpg;50.8732469 4.7020861 95.1 2.14;508.732.469;47.020.861;95.1;2.14;203;7;9;N;;;;;;;Stella artois;A;5;A;;
1657536612325.jpg;50.8732646 4.7020755 95.3 2.28;508.732.646;47.020.755;95.3;2.28;204;7;9;N;;;;;;;Stella artois;A;5;A;;
1657536625561.jpg;50.8732661 4.702041 97.4 2.26;508.732.661;4.702.041;97.4;2.26;205;7;9;N;;;;;;;Stella artois;A;5;A;;
1657539069920.jpg;50.8736682 4.7053958 78.3 2.15;508.736.682;47.053.958;78.3;2.15;206;7;7;N;11;Iï¿½ï¿½ï¿½ï¿½;;;;;McDonalds;NA;;NA;;
1657539920887.jpg;50.8740749 4.7006941 93.69999999999999 1.566;508.740.749;47.006.941;9.369.999.999.999.990;1.566;207;7;7;N;;;;;;Pizza;Marconi;NA;;NA;;
